charged_moves,elite_charged_moves,elite_fast_moves,fast_moves,form,pokemon_name
"['Overheat', 'Bug Buzz', 'Solar Beam', 'Hurricane']",[],[],"['Fire Spin', 'Bug Bite']",Normal,Volcarona
"['Close Combat', 'Iron Head', 'Stone Edge']",['Sacred Sword'],[],"['Metal Claw', 'Zen Headbutt', 'Double Kick']",Normal,Cobalion
"['Close Combat', 'Earthquake', 'Rock Slide']",['Sacred Sword'],[],"['Smack Down', 'Zen Headbutt', 'Double Kick']",Normal,Terrakion
"['Close Combat', 'Leaf Blade', 'Stone Edge']",['Sacred Sword'],[],"['Quick Attack', 'Zen Headbutt', 'Double Kick']",Normal,Virizion
"['Grass Knot', 'Dark Pulse', 'Hyper Beam', 'Hurricane']",[],[],"['Bite', 'Air Slash']",Incarnate,Tornadus
"['Heat Wave', 'Psychic', 'Focus Blast', 'Hurricane']",['Bleakwind Storm'],[],"['Astonish', 'Gust']",Therian,Tornadus
"['Crunch', 'Thunder', 'Brick Break', 'Thunder Punch']",[],[],"['Astonish', 'Thunder Shock']",Incarnate,Thundurus
"['Sludge Wave', 'Thunder', 'Focus Blast', 'Thunderbolt']",['Wildbolt Storm'],[],"['Bite', 'Volt Switch']",Therian,Thundurus
"['Crunch', 'Overheat', 'Draco Meteor', 'Stone Edge']",['Fusion Flare'],[],"['Dragon Breath', 'Fire Fang']",Normal,Reshiram
"['Outrage', 'Wild Charge', 'Flash Cannon', 'Crunch']",['Fusion Bolt'],[],"['Dragon Breath', 'Charge Beam']",Normal,Zekrom
"['Earth Power', 'Outrage', 'Rock Slide', 'Focus Blast']",[],[],"['Mud Shot', 'Rock Throw']",Incarnate,Landorus
"['Earthquake', 'Bulldoze', 'Stone Edge', 'Super Power']",['Sandsear Storm'],[],"['Mud Shot', 'Extrasensory']",Therian,Landorus
"['Iron Head', 'Blizzard', 'Stone Edge', 'Outrage']",[],[],"['Dragon Tail', 'Shadow Claw']",Black,Kyurem
"['Dragon Claw', 'Blizzard', 'Draco Meteor']",['Glaciate'],[],"['Dragon Breath', 'Steel Wing']",Normal,Kyurem
"['Dragon Pulse', 'Blizzard', 'Ancient Power', 'Focus Blast']",[],[],"['Dragon Breath', 'Steel Wing']",White,Kyurem
"['Aqua Jet', 'Close Combat', 'Hydro Pump', 'X Scissor', 'Sacred Sword']",[],[],"['Poison Jab', 'Low Kick']",Ordinary,Keldeo
"['Aqua Jet', 'Close Combat', 'Hydro Pump', 'X Scissor', 'Sacred Sword']",[],[],"['Poison Jab', 'Low Kick']",Resolute,Keldeo
"['Psyshock', 'Thunderbolt', 'Dazzling Gleam', 'Hyper Beam']",[],[],"['Quick Attack', 'Confusion']",Aria,Meloetta
"['Close Combat', 'Fire Punch', 'Ice Punch', 'Hyper Beam']",[],[],"['Quick Attack', 'Low Kick']",Pirouette,Meloetta
"['X Scissor', 'Magnet Bomb', 'Flamethrower']",['Techno Blast Burn'],[],"['Metal Claw', 'Fury Cutter']",Burn,Genesect
"['X Scissor', 'Magnet Bomb', 'Ice Beam']",['Techno Blast Chill'],[],"['Metal Claw', 'Fury Cutter']",Chill,Genesect
"['X Scissor', 'Magnet Bomb', 'Gunk Shot']",['Techno Blast Water'],[],"['Metal Claw', 'Fury Cutter']",Douse,Genesect
"['X Scissor', 'Magnet Bomb', 'Hyper Beam']",['Techno Blast Normal'],[],"['Metal Claw', 'Fury Cutter']",Normal,Genesect
"['X Scissor', 'Magnet Bomb', 'Zap Cannon']",['Techno Blast Shock'],[],"['Metal Claw', 'Fury Cutter']",Shock,Genesect
"['Gyro Ball', 'Seed Bomb', 'Body Slam']",[],[],"['Take Down', 'Vine Whip']",Normal,Chespin
"['Gyro Ball', 'Energy Ball', 'Body Slam']",[],[],"['Low Kick', 'Vine Whip']",Normal,Quilladin
"['Gyro Ball', 'Energy Ball', 'Super Power', 'Solar Beam', 'Thunder Punch']",['Frenzy Plant'],[],"['Low Kick', 'Vine Whip', 'Smack Down']",Normal,Chesnaught
"['Psyshock', 'Flamethrower', 'Flame Charge']",[],[],"['Scratch', 'Ember']",Normal,Fennekin
"['Psyshock', 'Flamethrower', 'Flame Charge']",[],[],"['Scratch', 'Ember']",Normal,Braixen
"['Psychic', 'Flamethrower', 'Flame Charge', 'Fire Blast', 'Mystical Fire']",['Blast Burn'],[],"['Scratch', 'Fire Spin', 'Zen Headbutt']",Normal,Delphox
"['Water Pulse', 'Aerial Ace', 'Surf']",[],[],"['Pound', 'Bubble']",Normal,Froakie
"['Water Pulse', 'Aerial Ace', 'Surf']",[],[],"['Pound', 'Bubble']",Normal,Frogadier
"['Night Slash', 'Aerial Ace', 'Surf', 'Hydro Pump']",['Hydro Cannon'],[],"['Feint Attack', 'Bubble', 'Water Shuriken']",Normal,Greninja
"['Dig', 'Bulldoze', 'Earthquake']",[],[],"['Mud Slap', 'Quick Attack']",Normal,Bunnelby
"['Dig', 'Hyper Beam', 'Earthquake', 'Fire Punch', 'Scorching Sands']",[],[],"['Mud Shot', 'Quick Attack']",Normal,Diggersby
"['Aerial Ace', 'Heat Wave', 'Swift', 'Fly']",[],[],"['Peck', 'Quick Attack']",Normal,Fletchling
"['Aerial Ace', 'Heat Wave', 'Flame Charge', 'Fly']",[],[],"['Peck', 'Ember', 'Steel Wing']",Normal,Fletchinder
"['Brave Bird', 'Fire Blast', 'Flame Charge', 'Hurricane', 'Fly']",[],['Incinerate'],"['Peck', 'Fire Spin', 'Steel Wing']",Normal,Talonflame
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Archipelago,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Continental,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Elegant,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Fancy,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Garden,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",High_plains,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Icy_snow,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Jungle,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Marine,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Meadow,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Modern,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Monsoon,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Ocean,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Pokeball,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Polar,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",River,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Sandstorm,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Savanna,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Sun,Scatterbug
['Struggle'],[],[],"['Bug Bite', 'Tackle']",Tundra,Scatterbug
['Struggle'],[],[],['Struggle Bug'],Archipelago,Spewpa
['Struggle'],[],[],['Struggle Bug'],Continental,Spewpa
['Struggle'],[],[],['Struggle Bug'],Elegant,Spewpa
['Struggle'],[],[],['Struggle Bug'],Fancy,Spewpa
['Struggle'],[],[],['Struggle Bug'],Garden,Spewpa
['Struggle'],[],[],['Struggle Bug'],High_plains,Spewpa
['Struggle'],[],[],['Struggle Bug'],Icy_snow,Spewpa
['Struggle'],[],[],['Struggle Bug'],Jungle,Spewpa
['Struggle'],[],[],['Struggle Bug'],Marine,Spewpa
['Struggle'],[],[],['Struggle Bug'],Meadow,Spewpa
['Struggle'],[],[],['Struggle Bug'],Modern,Spewpa
['Struggle'],[],[],['Struggle Bug'],Monsoon,Spewpa
['Struggle'],[],[],['Struggle Bug'],Ocean,Spewpa
['Struggle'],[],[],['Struggle Bug'],Pokeball,Spewpa
['Struggle'],[],[],['Struggle Bug'],Polar,Spewpa
['Struggle'],[],[],['Struggle Bug'],River,Spewpa
['Struggle'],[],[],['Struggle Bug'],Sandstorm,Spewpa
['Struggle'],[],[],['Struggle Bug'],Savanna,Spewpa
['Struggle'],[],[],['Struggle Bug'],Sun,Spewpa
['Struggle'],[],[],['Struggle Bug'],Tundra,Spewpa
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Archipelago,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Continental,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Elegant,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Fancy,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Garden,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",High_plains,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Icy_snow,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Jungle,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Marine,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Meadow,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Modern,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Monsoon,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Ocean,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Pokeball,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Polar,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",River,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Sandstorm,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Savanna,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Sun,Vivillon
"['Bug Buzz', 'Aerial Ace', 'Energy Ball', 'Hurricane']",[],[],"['Gust', 'Struggle Bug']",Tundra,Vivillon
"['Flame Charge', 'Flamethrower', 'Crunch']",[],[],"['Fire Fang', 'Tackle', 'Ember', 'Incinerate']",Normal,Litleo
"['Flame Charge', 'Solar Beam', 'Dark Pulse', 'Overheat']",[],[],"['Fire Fang', 'Take Down', 'Ember', 'Incinerate']",Female,Pyroar
"['Flame Charge', 'Solar Beam', 'Dark Pulse', 'Overheat']",[],[],"['Fire Fang', 'Take Down', 'Ember', 'Incinerate']",Normal,Pyroar
"['Dazzling Gleam', 'Petal Blizzard', 'Psychic']",[],[],"['Vine Whip', 'Tackle']",Blue,Flabebe
"['Dazzling Gleam', 'Petal Blizzard', 'Psychic']",[],[],"['Vine Whip', 'Tackle']",Orange,Flabebe
"['Dazzling Gleam', 'Petal Blizzard', 'Psychic']",[],[],"['Vine Whip', 'Tackle']",Red,Flabebe
"['Dazzling Gleam', 'Petal Blizzard', 'Psychic']",[],[],"['Vine Whip', 'Tackle']",White,Flabebe
"['Dazzling Gleam', 'Petal Blizzard', 'Psychic']",[],[],"['Vine Whip', 'Tackle']",Yellow,Flabebe
"['Dazzling Gleam', 'Petal Blizzard', 'Psychic']",[],[],"['Vine Whip', 'Tackle']",Blue,Floette
"['Dazzling Gleam', 'Petal Blizzard', 'Psychic']",[],[],"['Vine Whip', 'Tackle']",Orange,Floette
"['Dazzling Gleam', 'Petal Blizzard', 'Psychic']",[],[],"['Vine Whip', 'Tackle']",Red,Floette
"['Dazzling Gleam', 'Petal Blizzard', 'Psychic']",[],[],"['Vine Whip', 'Tackle']",White,Floette
"['Dazzling Gleam', 'Petal Blizzard', 'Psychic']",[],[],"['Vine Whip', 'Tackle']",Yellow,Floette
"['Moonblast', 'Petal Blizzard', 'Psychic', 'Disarming Voice']",[],[],"['Vine Whip', 'Tackle', 'Razor Leaf', 'Fairy Wind']",Blue,Florges
"['Moonblast', 'Petal Blizzard', 'Psychic', 'Disarming Voice']",[],[],"['Vine Whip', 'Tackle', 'Razor Leaf', 'Fairy Wind']",Orange,Florges
"['Moonblast', 'Petal Blizzard', 'Psychic', 'Disarming Voice']",[],[],"['Vine Whip', 'Tackle', 'Razor Leaf', 'Fairy Wind']",Red,Florges
"['Moonblast', 'Petal Blizzard', 'Psychic', 'Disarming Voice']",[],[],"['Vine Whip', 'Tackle', 'Razor Leaf', 'Fairy Wind']",White,Florges
"['Moonblast', 'Petal Blizzard', 'Psychic', 'Disarming Voice']",[],[],"['Vine Whip', 'Tackle', 'Razor Leaf', 'Fairy Wind']",Yellow,Florges
"['Brick Break', 'Seed Bomb']",[],[],"['Zen Headbutt', 'Rock Smash']",Normal,Skiddo
"['Brick Break', 'Leaf Blade', 'Seed Bomb']",[],[],"['Zen Headbutt', 'Rock Smash', 'Vine Whip']",Normal,Gogoat
"['Low Sweep', 'Crunch', 'Body Slam']",[],[],"['Low Kick', 'Tackle']",Normal,Pancham
"['Close Combat', 'Night Slash', 'Iron Head', 'Rock Slide']",[],[],"['Low Kick', 'Snarl', 'Bullet Punch', 'Karate Chop']",Normal,Pangoro
"['Surf', 'Dark Pulse', 'Grass Knot']",[],[],"['Take Down', 'Bite', 'Sucker Punch', 'Sand Attack']",Dandy,Furfrou
"['Surf', 'Dark Pulse', 'Grass Knot']",[],[],"['Take Down', 'Bite', 'Sucker Punch', 'Sand Attack']",Debutante,Furfrou
"['Surf', 'Dark Pulse', 'Grass Knot']",[],[],"['Take Down', 'Bite', 'Sucker Punch', 'Sand Attack']",Diamond,Furfrou
"['Surf', 'Dark Pulse', 'Grass Knot']",[],[],"['Take Down', 'Bite', 'Sucker Punch', 'Sand Attack']",Heart,Furfrou
"['Surf', 'Dark Pulse', 'Grass Knot']",[],[],"['Take Down', 'Bite', 'Sucker Punch', 'Sand Attack']",Kabuki,Furfrou
"['Surf', 'Dark Pulse', 'Grass Knot']",[],[],"['Take Down', 'Bite', 'Sucker Punch', 'Sand Attack']",La_reine,Furfrou
"['Surf', 'Dark Pulse', 'Grass Knot']",[],[],"['Take Down', 'Bite', 'Sucker Punch', 'Sand Attack']",Matron,Furfrou
"['Surf', 'Dark Pulse', 'Grass Knot']",[],[],"['Take Down', 'Bite', 'Sucker Punch', 'Sand Attack']",Natural,Furfrou
"['Surf', 'Dark Pulse', 'Grass Knot']",[],[],"['Take Down', 'Bite', 'Sucker Punch', 'Sand Attack']",Pharaoh,Furfrou
"['Surf', 'Dark Pulse', 'Grass Knot']",[],[],"['Take Down', 'Bite', 'Sucker Punch', 'Sand Attack']",Star,Furfrou
"['Psyshock', 'Energy Ball', 'Psychic']",[],[],"['Confusion', 'Scratch']",Normal,Espurr
"['Psychic', 'Energy Ball', 'Shadow Ball']",[],[],"['Confusion', 'Charm', 'Magical Leaf']",Female,Meowstic
"['Psychic', 'Energy Ball', 'Thunderbolt']",[],[],"['Confusion', 'Sucker Punch']",Normal,Meowstic
"['Iron Head', 'Gyro Ball']",[],[],"['Tackle', 'Fury Cutter']",Normal,Honedge
"['Iron Head', 'Gyro Ball']",[],[],"['Psycho Cut', 'Fury Cutter']",Normal,Doublade
"['Flash Cannon', 'Gyro Ball', 'Shadow Ball']",[],[],"['Psycho Cut', 'Fury Cutter']",Normal,Aegislash
"['Draining Kiss', 'Thunderbolt']",[],[],"['Charm', 'Charge Beam']",Normal,Spritzee
"['Moonblast', 'Thunderbolt', 'Psychic', 'Draining Kiss']",[],[],"['Charm', 'Charge Beam']",Normal,Aromatisse
"['Draining Kiss', 'Energy Ball']",[],[],['Tackle'],Normal,Swirlix
"['Play Rough', 'Energy Ball', 'Flamethrower', 'Draining Kiss']",[],[],"['Tackle', 'Charm', 'Fairy Wind']",Normal,Slurpuff
"['Psybeam', 'Night Slash']",[],[],"['Peck', 'Tackle', 'Psywave']",Normal,Inkay
"['Psybeam', 'Foul Play', 'Super Power', 'Hyper Beam']",[],[],"['Peck', 'Psycho Cut', 'Psywave']",Normal,Malamar
"['Ancient Power', 'Cross Chop', 'Dig']",[],[],"['Scratch', 'Mud Slap']",Normal,Binacle
"['Skull Bash', 'Cross Chop', 'Stone Edge', 'Grass Knot', 'Razor Shell']",[],[],"['Water Gun', 'Mud Slap', 'Fury Cutter']",Normal,Barbaracle
"['Aqua Tail', 'Water Pulse', 'Twister', 'Sludge Bomb']",[],[],"['Water Gun', 'Acid']",Normal,Skrelp
"['Hydro Pump', 'Aqua Tail', 'Outrage', 'Gunk Shot']",[],[],"['Water Gun', 'Acid', 'Dragon Tail']",Normal,Dragalge
"['Water Pulse', 'Crabhammer', 'Aqua Jet']",[],[],"['Water Gun', 'Smack Down']",Normal,Clauncher
"['Water Pulse', 'Dark Pulse', 'Ice Beam', 'Crabhammer']",[],[],"['Water Gun', 'Smack Down']",Normal,Clawitzer
"['Parabolic Charge', 'Bulldoze', 'Thunderbolt']",[],[],"['Quick Attack', 'Thunder Shock']",Normal,Helioptile
"['Parabolic Charge', 'Bulldoze', 'Thunderbolt', 'Grass Knot', 'Breaking Swipe']",[],[],"['Quick Attack', 'Volt Switch', 'Mud Slap']",Normal,Heliolisk
"['Stomp', 'Ancient Power', 'Dragon Claw']",[],[],"['Dragon Tail', 'Tackle']",Normal,Tyrunt
"['Crunch', 'Stone Edge', 'Outrage', 'Earthquake', 'Meteor Beam']",[],[],"['Dragon Tail', 'Charm', 'Rock Throw']",Normal,Tyrantrum
"['Weather Ball Ice', 'Ancient Power', 'Aurora Beam', 'Thunderbolt']",[],[],"['Powder Snow', 'Frost Breath']",Normal,Amaura
"['Weather Ball Ice', 'Ancient Power', 'Blizzard', 'Thunderbolt', 'Hyper Beam', 'Meteor Beam']",[],[],"['Powder Snow', 'Frost Breath', 'Rock Throw']",Normal,Aurorus
"['Moonblast', 'Dazzling Gleam', 'Draining Kiss']","['Last Resort', 'Psyshock']",[],"['Charm', 'Quick Attack']",Normal,Sylveon
"['Flying Press', 'Aerial Ace', 'X Scissor', 'Power Up Punch']",[],[],"['Low Kick', 'Poison Jab']",Normal,Hawlucha
"['Discharge', 'Play Rough', 'Parabolic Charge']",[],[],"['Tackle', 'Thunder Shock']",Normal,Dedenne
"['Rock Slide', 'Moonblast', 'Power Gem']",[],[],"['Tackle', 'Rock Throw']",Normal,Carbink
"['Dragon Pulse', 'Sludge Wave', 'Muddy Water']",[],[],"['Water Gun', 'Tackle']",Normal,Goomy
"['Dragon Pulse', 'Sludge Wave', 'Muddy Water', 'Water Pulse']",[],[],"['Water Gun', 'Tackle']",Normal,Sliggoo
"['Draco Meteor', 'Sludge Wave', 'Muddy Water', 'Power Whip', 'Aqua Tail']",['Thunder Punch'],[],"['Water Gun', 'Dragon Breath']",Normal,Goodra
"['Flash Cannon', 'Play Rough', 'Draining Kiss', 'Foul Play']",[],[],"['Astonish', 'Tackle']",Normal,Klefki
"['Seed Bomb', 'Shadow Ball', 'Foul Play']",[],[],"['Astonish', 'Tackle']",Normal,Phantump
"['Seed Bomb', 'Shadow Ball', 'Foul Play']",[],[],"['Shadow Claw', 'Sucker Punch']",Normal,Trevenant
"['Grass Knot', 'Shadow Sneak', 'Foul Play']",[],[],"['Astonish', 'Razor Leaf']",Average,Pumpkaboo
"['Grass Knot', 'Shadow Sneak', 'Foul Play']",[],[],"['Astonish', 'Razor Leaf']",Large,Pumpkaboo
"['Grass Knot', 'Shadow Sneak', 'Foul Play']",[],[],"['Astonish', 'Razor Leaf']",Small,Pumpkaboo
"['Grass Knot', 'Shadow Sneak', 'Foul Play']",[],[],"['Astonish', 'Razor Leaf']",Super,Pumpkaboo
"['Seed Bomb', 'Shadow Ball', 'Foul Play', 'Fire Blast', 'Poltergeist']",[],[],"['Hex', 'Razor Leaf']",Average,Gourgeist
"['Seed Bomb', 'Shadow Ball', 'Foul Play', 'Fire Blast', 'Poltergeist']",[],[],"['Hex', 'Razor Leaf']",Large,Gourgeist
"['Seed Bomb', 'Shadow Ball', 'Foul Play', 'Fire Blast', 'Poltergeist']",[],[],"['Hex', 'Razor Leaf']",Small,Gourgeist
"['Seed Bomb', 'Shadow Ball', 'Foul Play', 'Fire Blast', 'Poltergeist']",[],[],"['Hex', 'Razor Leaf']",Super,Gourgeist
"['Crunch', 'Icy Wind', 'Mirror Coat']",[],[],"['Bite', 'Tackle']",Normal,Bergmite
"['Crunch', 'Rock Slide', 'Blizzard', 'Icy Wind']",[],[],"['Bite', 'Tackle', 'Powder Snow']",Hisuian,Avalugg
"['Crunch', 'Avalanche', 'Earthquake', 'Body Slam', 'Mirror Coat', 'Icy Wind']",[],[],"['Bite', 'Ice Fang']",Normal,Avalugg
"['Dragon Pulse', 'Air Cutter', 'Heat Wave']",[],[],"['Wing Attack', 'Bite']",Normal,Noibat
"['Draco Meteor', 'Hurricane', 'Heat Wave', 'Psychic']",['Boomburst'],[],"['Air Slash', 'Bite']",Normal,Noivern
"['Moonblast', 'Megahorn', 'Close Combat', 'Giga Impact', 'Thunder']",[],['Geomancy'],"['Tackle', 'Zen Headbutt']",Normal,Xerneas
"['Dark Pulse', 'Hurricane', 'Focus Blast', 'Hyper Beam', 'Psychic']",['Oblivion Wing'],[],"['Sucker Punch', 'Snarl', 'Gust']",Normal,Yveltal
"['Outrage', 'Earthquake', 'Crunch', 'Hyper Beam', 'Bulldoze']",[],[],"['Dragon Tail', 'Bite', 'Zen Headbutt']",Complete,Zygarde
"['Outrage', 'Earthquake', 'Crunch', 'Hyper Beam', 'Bulldoze']",[],[],"['Dragon Tail', 'Bite', 'Zen Headbutt']",Complete_fifty_percent,Zygarde
"['Outrage', 'Earthquake', 'Crunch', 'Hyper Beam', 'Bulldoze']",[],[],"['Dragon Tail', 'Bite', 'Zen Headbutt']",Complete_ten_percent,Zygarde
"['Outrage', 'Earthquake', 'Crunch', 'Hyper Beam', 'Bulldoze']",[],[],"['Dragon Tail', 'Bite', 'Zen Headbutt']",Fifty_percent,Zygarde
"['Outrage', 'Earthquake', 'Crunch', 'Hyper Beam', 'Bulldoze']",[],[],"['Dragon Tail', 'Bite', 'Zen Headbutt']",Ten_percent,Zygarde
"['Rock Slide', 'Moonblast', 'Power Gem']",[],[],"['Tackle', 'Rock Throw']",Normal,Diancie
"['Shadow Ball', 'Psybeam', 'Psychic']",[],[],"['Confusion', 'Astonish']",Confined,Hoopa
"['Shadow Ball', 'Dark Pulse', 'Psychic']",[],[],"['Confusion', 'Astonish']",Unbound,Hoopa
"['Hydro Pump', 'Overheat', 'Earth Power', 'Sludge Bomb']",[],[],"['Incinerate', 'Water Gun', 'Take Down']",Normal,Volcanion
"['Seed Bomb', 'Energy Ball']",[],[],"['Tackle', 'Razor Leaf', 'Leafage', 'Magical Leaf']",Normal,Rowlet
"['Seed Bomb', 'Energy Ball', 'Brave Bird']",[],[],"['Peck', 'Razor Leaf', 'Leafage', 'Magical Leaf']",Normal,Dartrix
"['Trailblaze', 'Energy Ball', 'Aura Sphere', 'Aerial Ace', 'Night Shade']",[],[],"['Magical Leaf', 'Psycho Cut']",Hisuian,Decidueye
"['Shadow Sneak', 'Energy Ball', 'Brave Bird', 'Spirit Shackle']",['Frenzy Plant'],[],"['Astonish', 'Razor Leaf', 'Leafage', 'Magical Leaf']",Normal,Decidueye
"['Flamethrower', 'Flame Charge', 'Crunch']",[],[],"['Scratch', 'Ember']",Normal,Litten
"['Flamethrower', 'Flame Charge', 'Crunch']",[],[],"['Bite', 'Ember']",Normal,Torracat
"['Fire Blast', 'Flame Charge', 'Dark Pulse', 'Blaze Kick', 'Darkest Lariat']",['Blast Burn'],[],"['Snarl', 'Fire Fang', 'Double Kick']",Normal,Incineroar
"['Aqua Jet', 'Water Pulse', 'Aqua Tail']",[],[],"['Pound', 'Water Gun']",Normal,Popplio
"['Aqua Jet', 'Water Pulse', 'Disarming Voice']",[],[],"['Charm', 'Water Gun']",Normal,Brionne
"['Psychic', 'Hydro Pump', 'Moonblast', 'Disarming Voice', 'Sparkling Aria']",['Hydro Cannon'],[],"['Charm', 'Waterfall']",Normal,Primarina
"['Drill Peck', 'Aerial Ace', 'Sky Attack']",[],[],"['Peck', 'Rock Smash']",Normal,Pikipek
"['Drill Peck', 'Rock Blast', 'Sky Attack']",[],[],"['Peck', 'Rock Smash']",Normal,Trumbeak
"['Drill Peck', 'Rock Blast', 'Flash Cannon']",[],[],"['Peck', 'Rock Smash', 'Bullet Seed']",Normal,Toucannon
"['Hyper Fang', 'Crunch', 'Rock Tomb']",[],[],"['Tackle', 'Bite']",Normal,Yungoos
"['Hyper Fang', 'Crunch', 'Rock Tomb']",[],[],"['Take Down', 'Bite']",Normal,Gumshoos
"['X Scissor', 'Vice Grip', 'Crunch']",[],[],"['Bug Bite', 'Spark']",Normal,Grubbin
"['X Scissor', 'Discharge', 'Crunch']",[],['Volt Switch'],"['Bug Bite', 'Spark']",Normal,Charjabug
"['X Scissor', 'Discharge', 'Crunch', 'Fly']",[],['Volt Switch'],"['Bug Bite', 'Spark', 'Mud Slap']",Normal,Vikavolt
"['Power Up Punch', 'Crabhammer', 'Payback', 'Brick Break']",[],[],"['Rock Smash', 'Bubble']",Normal,Crabrawler
"['Power Up Punch', 'Crabhammer', 'Payback', 'Ice Punch', 'Brick Break']",[],[],"['Rock Smash', 'Bubble']",Normal,Crabominable
"['Aerial Ace', 'Air Cutter', 'Hurricane']",[],[],"['Pound', 'Air Slash']",Baile,Oricorio
"['Aerial Ace', 'Air Cutter', 'Hurricane']",[],[],"['Pound', 'Air Slash']",Pau,Oricorio
"['Aerial Ace', 'Air Cutter', 'Hurricane']",[],[],"['Pound', 'Air Slash']",Pompom,Oricorio
"['Aerial Ace', 'Air Cutter', 'Hurricane']",[],[],"['Pound', 'Air Slash']",Sensu,Oricorio
"['Dazzling Gleam', 'Bug Buzz']",[],[],"['Fairy Wind', 'Struggle Bug']",Normal,Cutiefly
"['Dazzling Gleam', 'Bug Buzz', 'Draining Kiss']",[],[],"['Fairy Wind', 'Struggle Bug']",Normal,Ribombee
"['Stone Edge', 'Rock Tomb', 'Crunch', 'Trailblaze']",[],[],"['Tackle', 'Rock Throw']",Dusk,Rockruff
"['Stone Edge', 'Rock Tomb', 'Crunch', 'Trailblaze']",[],[],"['Tackle', 'Rock Throw']",Normal,Rockruff
"['Stone Edge', 'Iron Head', 'Crunch', 'Trailblaze']",[],[],"['Sucker Punch', 'Counter', 'Rock Throw']",Dusk,Lycanroc
"['Stone Edge', 'Drill Run', 'Crunch', 'Trailblaze']",[],[],"['Sucker Punch', 'Rock Throw']",Midday,Lycanroc
"['Stone Edge', 'Psychic Fangs', 'Crunch', 'Trailblaze']",[],[],"['Counter', 'Rock Throw']",Midnight,Lycanroc
